NAPI_ELADOTT_DB
0.088235304
0.034482755
0.10344828
0.0
0.0
0.06896551
0.06896551
0.26666665
0.06896551
0.0
1.4
0.19444443
0.51724136
0.027777778
0.51724136
0.6666667
0.5
0.0
0.1388889
0.2
0.22222221
0.33333334
0.0
0.0
0.0
0.25
0.0
0.0
0.25
0.2
0.125
0.75
0.2
0.09677418
0.26666665
0.2
0.0
0.13333333
0.029411763
0.5333333
0.0
0.0
0.06896551
0.14285715
0.125
0.06666667
0.2
0.33333334
0.25
0.0
0.03225806
0.6
0.13333333
0.75
0.0
0.33333334
0.03125
0.0
0.375
0.4
0.06060606
0.46666667
0.019607842
0.0
0.06666667
1.8666666
0.0
0.03225806
0.25
0.10344828
0.10344828
0.0
0.0
0.5333333
0.0
0.0
0.0
0.13793102
0.0
0.088235304
0.375
0.125
0.3125
0.13636363
0.027777778
0.027777778
0.06896551
0.25
0.0
0.0
0.0
0.0
0.26666665
0.27586207
0.13793102
0.44827586
0.0
0.06666667
0.03225806
0.034482755
0.06896551
0.2
0.0
0.0
0.625
0.0
0.0
0.0
0.0
0.09433963
0.0
0.10344828
0.06666667
0.0
0.20689656
0.21428573
0.33333334
0.25
0.06666667
0.0
0.19444443
0.13793102
0.8
0.26666665
0.13333333
0.01639344
0.0
0.13333333
0.0
0.03125
0.5
0.26666665
0.0
0.034482755
0.2
0.0
0.0
0.0
0.26666665
0.027777778
0.5333333
0.2
0.21739131
0.111111104
0.06666667
0.26666665
0.0
0.0
0.0
0.3125
1.1333334
0.25
0.0
0.034482755
0.1724138
0.0
0.2
0.20689656
0.25
0.06666667
0.31034482
0.06666667
0.6
0.03125
0.0
0.0
0.13793102
0.25
0.0
0.0
0.33333334
0.034482755
0.06666667
0.33333334
0.0
0.33333334
0.0
0.8666667
0.65517247
0.027777778
0.034482755
0.5333333
0.06896551
0.0
0.24137934
0.0
0.0
0.75
0.027777778
0.26666665
0.0
0.06896551
0.06896551
0.06896551
0.07142857
0.25
0.125
0.04444444
0.027027026
0.33333334
0.22580644
0.03225806
0.06666667
0.055555552
0.027777778
0.03125
0.055555552
0.028571427
0.6
0.4
0.0
0.33333334
0.0
1.0344826
0.06666667
0.0
0.2
0.0
0.44827586
0.25
0.0
0.13793102
0.03225806
0.20689656
0.06896551
0.26666665
0.5
0.20689656
0.027777778
0.06666667
0.7241379
0.0
0.032786883
0.06666667
0.0
0.027777778
0.06896551
0.75
0.20689656
0.13333333
0.06666667
0.75
0.4
0.33333334
0.0
0.0
0.0
0.0
0.125
0.0
0.34482762
0.5
0.75
0.0
0.019230768
0.0
0.07142857
0.13333333
0.06666667
0.034482755
0.37931034
0.0625
0.09375
0.46666667
0.0
0.06896551
0.10344828
0.24137934
0.0
0.1
0.33333334
0.13333333
0.03030303
0.06896551
0.06666667
0.0
0.0
0.08333333
0.06666667
0.2
0.06666667
0.2
0.0
0.019607842
0.5
0.06666667
0.034482755
0.0
0.5333333
0.045454543
0.0
0.027777778
0.01612903
0.0
0.0
0.0
0.0
0.9333333
0.46666667
0.26666665
0.4411764
0.10344828
0.33333334
0.46666667
0.10344828
0.09677418
0.1388889
0.0
0.0
0.08333333
0.0
0.0
0.0
0.31034482
0.03125
0.027777778
0.2
0.06666667
0.115384616
0.2
0.125
0.2
0.125
0.27586207
0.20689656
0.0
0.6
0.027777778
0.06666667
0.0
0.46666667
0.0
0.06666667
0.0
0.06666667
0.0
0.35483873
0.0
0.03225806
0.07142857
0.26666665
0.2
0.036363635
0.33333334
0.26666665
0.0
0.027777778
0.0
0.0
0.625
0.10344828
0.5
0.111111104
0.0
0.125
0.06896551
0.033333335
0.06666667
0.111111104
0.07894737
0.1
0.0
0.0
0.875
0.33333334
0.0
0.08333333
0.07692307
0.10344828
0.028571427
0.33333334
0.03225806
0.125
0.7333333
0.30555558
0.625
0.875
0.375
0.42857143
0.6666667
0.06666667
0.0
0.0
0.5
0.6
0.25
0.012048193
0.0
0.2
0.0
0.034482755
0.06896551
0.26923075
0.06896551
0.0
0.13333333
0.375
0.034482755
0.22580644
0.06896551
0.06666667
0.26666665
0.9333333
0.0
0.0
0.09375
0.06666667
0.0
0.0
0.0
0.2
0.1724138
0.46666667
0.10344828
0.13333333
0.0
0.06896551
0.06666667
0.09090909
0.06060606
0.625
0.0
0.8
0.018518515
0.4
0.0
0.27586207
0.03225806
0.0
0.10344828
0.10344828
0.19444443
0.4137931
0.035714284
0.33333334
0.10714286
0.0
0.027777778
0.03225806
0.22222221
0.06666667
0.034482755
1.0
0.125
0.0
0.06666667
0.125
0.125
0.0
0.06896551
0.06666667
0.0
0.125
0.033333335
0.125
0.0
0.0625
0.06666667
0.06896551
0.25
0.4
0.14285715
0.10344828
0.375
0.08333333
0.10344828
0.4137931
0.5
0.0
0.0
0.2
0.46666667
0.0
0.2
0.06666667
0.0
0.31034482
0.0
0.25
0.0
0.06896551
0.375
0.0
0.03225806
0.06896551
0.33333334
0.088235304
0.2
0.06451612
0.0
0.08333333
0.06666667
0.034482755
0.0
0.029411763
0.42857143
0.0
0.0
0.0
0.22222221
0.034482755
0.018181816
0.0
0.13333333
0.125
0.0
0.23529412
0.0
0.26666665
0.25
0.034482755
0.0
0.0
0.125
0.1724138
0.27777776
0.13333333
0.0
0.111111104
0.0
0.06666667
0.0
0.1388889
0.0
0.12903225
0.13333333
0.11764707
0.20689656
0.034482755
0.046874996
0.06666667
0.0
0.06896551
0.0
0.3125
0.055555552
0.10344828
0.0
0.06896551
0.0
0.034482755
0.0
0.25
0.0
0.125
0.3125
0.2
0.13333333
0.33333334
0.034482755
0.26666665
0.16666666
0.0
0.5517242
0.06666667
0.06666667
0.0
0.5625
0.125
0.0
0.0
0.33333334
0.19444443
0.034482755
0.015625
0.25
0.0
0.27586207
0.0
0.028571427
0.0
0.57142854
0.26666665
0.06666667
0.0
0.125
0.26666665
0.13333333
0.08333333
0.034482755
0.58064514
0.0
0.13333333
0.25
0.125
0.25
0.30555558
0.58620685
0.06666667
0.33333334
0.46666667
0.9333333
0.029411763
0.06666667
0.0
0.30555558
0.26666665
0.2647059
0.125
0.0
0.7333333
0.125
0.13793102
0.46666667
0.8
0.06410256
0.2
0.25
0.10344828
0.06896551
0.13333333
0.06666667
0.09302326
0.0
0.029411763
0.0
0.06896551
0.0
0.0
0.012820513
0.0
0.20689656
0.0
0.33333334
0.0
0.17857143
0.0
0.25
0.06666667
0.0
0.034482755
0.111111104
0.7333333
0.25
0.027777778
0.034482755
0.055555552
0.06557377
0.06896551
0.08771929
