LAPISSUGL,KFDELDATE,ARUSKOD,NAPOK_POLCON,ELOZO_NAPOK_POLCON,ELOZO_NAPI_ELADOTT_DB,ARUSMEGYE,ARUSTI1,ARUSTI2,ARUSTI3,ARUSTI4,Z_LAPFELE,ZVEVOCSAT,CCHANNEL,CNETWORK,CNETTYPE,bevasarlokozpont,egyiksincsakozelb,felsooktatasiintezm,furdo,hotel,irodahazhivatal,korhazrendelo,kosarlabdapalya,kozepiskola,mozi,muzeum,muvelodesikozpont,ovoda,parkjatszoter,piac,posta,sportcsarnoksportpa,sportletesitmeny,stadioncsarnok,strand,szinhaz,temeto,templom,teniszpalya,uszoda,udulo,wellnessfitness,LAPMEDTER,LAPTERMCS,LAPMEGJSZ,LAPKIADO,LAPARBRUT,LAPARNET,LAPCS1,LAPCS2,LAPPER1,LAPPER2,LAPMELL1,LAPMELL2,LAPMELL3,LAPMELL4,LAPMELL5,LAPMELL6,LAPMELL7,LAPMELL8,LAPMELL9,LAPMELL10,LAPFORMAT
10603960020150097,20151008,823031,52,51,0.0,36,110201,1102,11,1,500.0,9,LMN,LMN,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106039600,1060396,20150097,5870,790.0,752.38,7,700006,MG,Y3,,,,,,,,,,,A4
10708900020160010,20160923,108679,34,34,0.11764707,6,120400,1204,12,1,740.0,10,LBK,LBK,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107089000,1070890,20160010,5038,445.0,423.81,2,200001,MG,HO,,,,,,,,,,,A4
10754860020180026,20181227,535460,14,15,0.6666667,7,220115,2201,22,2,300.0,4,00220115,HALO0017,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107548600,1075486,20180026,6990,165.0,157.14,3,300002,MG,KH,,,,,,,,,,,A5
10534000020190001,20181229,917085,34,33,0.03030303,14,110204,1102,11,1,500.0,9,LMS,LMS,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105340000,1053400,20190001,7205,780.0,742.86,12,1200001,MG,HO,,,,,,,,,,,A4
10754860020200018,20200902,108679,15,16,0.0625,6,120400,1204,12,1,740.0,10,LBK,LBK,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107548600,1075486,20200018,6990,195.0,185.71,3,300002,MG,KH,,,,,,,,,,,A5
10679220020170007,20170714,531118,29,36,0.0,7,110204,1102,11,1,920.0,9,LMS,LMS,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106792200,1067922,20170007,5008,170.0,161.9,3,300001,MG,HO,,,,,,,,,,,B5
10708900020180008,20180725,531118,36,34,0.23529412,7,110204,1102,11,1,920.0,9,LMS,LMS,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107089000,1070890,20180008,5038,445.0,423.81,2,200001,MG,HO,,,,,,,,,,,A4
10151070020200002,20200206,614051,29,29,0.0,5,110201,1102,11,1,100.0,9,LTE,LTE,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101510700,1015107,20200002,8400,285.0,271.43,14,1400001,MG,HO,,,,,,,,,,,A4
10603960020190122,20191205,108679,55,49,0.0,6,120400,1204,12,1,740.0,10,LBK,LBK,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106039600,1060396,20190122,5870,840.0,800.0,7,700006,MG,Y3,,,,,,,,,,,A4
11002030020180013,20180621,516745,15,15,0.06666667,1,321800,3218,32,3,450.0,1,FUGG0001,FUGG0001,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110020300,1100203,20180013,8483,2890.0,2752.38,13,1300004,MG,KH,,,,,,,,,,,A5
11002030020190040,20190704,937637,15,15,0.13333333,17,220115,2201,22,2,380.0,4,00220115,HALO0017,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110020300,1100203,20190040,8483,3090.0,2942.86,13,1300004,MG,KH,,,,,,,,,,,A5
10554880020150040,20151001,917085,8,8,0.125,14,110204,1102,11,1,500.0,9,LMS,LMS,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105548800,1055488,20150040,8273,195.0,185.71,19,1900001,MG,HT,,,,,,,,,,,A4
10603960020190120,20190810,614051,52,50,0.0,5,110201,1102,11,1,100.0,9,LTE,LTE,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106039600,1060396,20190120,5870,840.0,800.0,7,700006,MG,Y3,,,,,,,,,,,A4
10151070020170011,20171102,823031,34,36,0.055555552,36,110201,1102,11,1,500.0,9,LMN,LMN,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101510700,1015107,20170011,8400,285.0,271.43,14,1400001,MG,HO,,,,,,,,,,,A4
10754860020200021,20201014,108679,15,15,0.0,6,120400,1204,12,1,740.0,10,LBK,LBK,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107548600,1075486,20200021,6990,195.0,185.71,3,300002,MG,KH,,,,,,,,,,,A5
10754860020160023,20161116,917085,15,14,0.5,14,110204,1102,11,1,500.0,9,LMS,LMS,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107548600,1075486,20160023,6990,155.0,147.62,3,300002,MG,KH,,,,,,,,,,,A5
10554880020150008,20150219,531118,8,8,0.375,7,110204,1102,11,1,920.0,9,LMS,LMS,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105548800,1055488,20150008,8273,195.0,185.71,19,1900001,MG,HT,,,,,,,,,,,A4
10414850020170324,20170310,614051,29,36,0.027777778,5,110201,1102,11,1,100.0,9,LTE,LTE,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104148500,1041485,20170324,7439,980.0,933.33,9,900001,MG,HO,,,,,,,,,,,A4
10554880020180050,20181213,823031,8,8,0.0,36,110201,1102,11,1,500.0,9,LMN,LMN,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105548800,1055488,20180050,8477,195.0,185.71,19,1900001,MG,HT,,,,,,,,,,,A4
10754860020190026,20191224,108679,16,15,0.0,6,120400,1204,12,1,740.0,10,LBK,LBK,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107548600,1075486,20190026,6990,195.0,185.71,3,300002,MG,KH,,,,,,,,,,,A5
10554880020210040,20211007,917085,8,8,0.0,14,110204,1102,11,1,500.0,9,LMS,LMS,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105548800,1055488,20210040,8477,333.0,317.14,19,1900001,MG,HT,,,,,,,,,,,A4
10151070020160004,20160405,535460,29,29,0.31034482,7,220115,2201,22,2,300.0,4,00220115,HALO0017,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101510700,1015107,20160004,8296,265.0,252.38,14,1400001,MG,HO,,,,,,,,,,,A4
10708900020150007,20150624,937637,36,36,0.25,17,220115,2201,22,2,380.0,4,00220115,HALO0017,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107089000,1070890,20150007,5038,365.0,347.62,2,200001,MG,HO,,,,,,,,,,,A4
11002030020180019,20180913,415120,15,15,0.2,26,322800,3228,32,3,850.0,1,FUGG0001,FUGG0001,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110020300,1100203,20180019,8483,3090.0,2942.86,13,1300004,MG,KH,,,,,,,,,,,A5
10754860020160017,20160824,108679,15,15,0.06666667,6,120400,1204,12,1,740.0,10,LBK,LBK,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107548600,1075486,20160017,6990,155.0,147.62,3,300002,MG,KH,,,,,,,,,,,A5
10414850020170326,20170505,535460,36,30,0.06666667,7,220115,2201,22,2,300.0,4,00220115,HALO0017,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104148500,1041485,20170326,7439,980.0,933.33,9,900001,MG,HO,ETELIT,,,,,,,,,,A4
10534000020190002,20190131,531118,29,29,0.0,7,110204,1102,11,1,920.0,9,LMS,LMS,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105340000,1053400,20190002,7205,780.0,742.86,12,1200001,MG,HO,,,,,,,,,,,A4
10754860020150002,20150128,415120,15,15,0.0,26,322800,3228,32,3,850.0,1,FUGG0001,FUGG0001,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107548600,1075486,20150002,6990,155.0,147.62,3,300002,MG,KH,,,,,,,,,,,A5
10534000020150008,20150731,108679,28,31,0.0,6,120400,1204,12,1,740.0,10,LBK,LBK,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105340000,1053400,20150008,7205,780.0,742.86,12,1200001,MG,HO,,,,,,,,,,,A4
10414850020160314,20160506,101223,36,29,0.13793102,6,220115,2201,22,2,400.0,4,00220115,HALO0017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104148500,1041485,20160314,7439,890.0,847.62,9,900001,MG,HO,,,,,,,,,,,A4
10679220020180007,20180713,108679,29,37,0.027027026,6,120400,1204,12,1,740.0,10,LBK,LBK,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106792200,1067922,20180007,5008,235.0,223.81,3,300001,MG,HO,,,,,,,,,,,B5
10151070020150002,20150303,937637,31,31,0.25806448,17,220115,2201,22,2,380.0,4,00220115,HALO0017,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101510700,1015107,20150002,8296,249.0,237.14,14,1400001,MG,HO,,,,,,,,,,,A4
11002030020180021,20181011,415120,15,15,0.2,26,322800,3228,32,3,850.0,1,FUGG0001,FUGG0001,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110020300,1100203,20180021,8483,3090.0,2942.86,13,1300004,MG,KH,,,,,,,,,,,A5
10708900020190011,20191025,535460,34,33,0.42424244,7,220115,2201,22,2,300.0,4,00220115,HALO0017,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107089000,1070890,20190011,5038,595.0,566.67,2,200001,MG,HO,,,,,,,,,,,A4
10414850020160315,20160610,101223,29,29,0.06896551,6,220115,2201,22,2,400.0,4,00220115,HALO0017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104148500,1041485,20160315,7439,890.0,847.62,9,900001,MG,HO,,,,,,,,,,,A4
10534000020150002,20150130,535460,29,29,0.034482755,7,220115,2201,22,2,300.0,4,00220115,HALO0017,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105340000,1053400,20150002,7205,780.0,742.86,12,1200001,MG,HO,,,,,,,,,,,A4
10151070020200003,20200305,108679,64,29,0.0,6,120400,1204,12,1,740.0,10,LBK,LBK,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101510700,1015107,20200003,8400,285.0,271.43,14,1400001,MG,HO,,,,,,,,,,,A4
11002030020200063,20200521,917085,15,15,0.06666667,14,110204,1102,11,1,500.0,9,LMS,LMS,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110020300,1100203,20200063,8483,3090.0,2942.86,13,1300004,MG,KH,,,,,,,,,,,A5
10754860020170022,20171031,108679,16,15,0.13333333,6,120400,1204,12,1,740.0,10,LBK,LBK,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107548600,1075486,20170022,6990,155.0,147.62,3,300002,MG,KH,,,,,,,,,,,A5
10414850020150299,20150206,614051,29,36,0.0,5,110201,1102,11,1,100.0,9,LTE,LTE,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104148500,1041485,20150299,7439,850.0,809.52,9,900001,MG,HO,,,,,,,,,,,A4
11002030020200062,20200507,917085,15,15,0.06666667,14,110204,1102,11,1,500.0,9,LMS,LMS,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110020300,1100203,20200062,8483,3090.0,2942.86,13,1300004,MG,KH,,,,,,,,,,,A5
10596570020180002,20180228,531118,32,30,0.3,7,110204,1102,11,1,920.0,9,LMS,LMS,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105965700,1059657,20180002,8448,1490.0,1419.05,9,900007,MG,HO,,,,,,,,,,,A4
10151070020180010,20181002,415120,36,34,0.0,26,322800,3228,32,3,850.0,1,FUGG0001,FUGG0001,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101510700,1015107,20180010,8400,285.0,271.43,14,1400001,MG,HO,,,,,,,,,,,A4
10708900020160003,20160224,823031,29,29,0.10344828,36,110201,1102,11,1,500.0,9,LMN,LMN,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107089000,1070890,20160003,5038,445.0,423.81,2,200001,MG,HO,,,,,,,,,,,A4
10414850020210377,20211203,823031,36,29,0.06896551,36,110201,1102,11,1,500.0,9,LMN,LMN,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104148500,1041485,20210377,7439,1250.0,1190.48,9,900001,MG,HO,,,,,,,,,,,A4
10679220020200010,20201009,531118,29,36,0.027777778,7,110204,1102,11,1,920.0,9,LMS,LMS,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106792200,1067922,20200010,5008,245.0,233.33,3,300001,MG,HO,,,,,,,,,,,B5
10151070020170009,20170905,917085,29,31,0.0,14,110204,1102,11,1,500.0,9,LMS,LMS,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101510700,1015107,20170009,8400,285.0,271.43,14,1400001,MG,HO,,,,,,,,,,,A4
10151070020200011,20201105,614051,29,29,0.034482755,5,110201,1102,11,1,100.0,9,LTE,LTE,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101510700,1015107,20200011,8400,315.0,300.0,14,1400001,MG,HO,,,,,,,,,,,A4
10534000020150002,20150130,516745,29,30,0.0,1,321800,3218,32,3,450.0,1,FUGG0001,FUGG0001,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105340000,1053400,20150002,7205,780.0,742.86,12,1200001,MG,HO,,,,,,,,,,,A4
10554880020190035,20190829,531118,8,8,0.125,7,110204,1102,11,1,920.0,9,LMS,LMS,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105548800,1055488,20190035,8477,195.0,185.71,19,1900001,MG,HT,,,,,,,,,,,A4
10534000020150011,20151030,415120,29,32,0.0,26,322800,3228,32,3,850.0,1,FUGG0001,FUGG0001,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105340000,1053400,20150011,7205,780.0,742.86,12,1200001,MG,HO,,,,,,,,,,,A4
10554880020160049,20161208,415120,8,8,0.25,26,322800,3228,32,3,850.0,1,FUGG0001,FUGG0001,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105548800,1055488,20160049,8273,195.0,185.71,19,1900001,MG,HT,,,,,,,,,,,A4
11002030020180006,20180314,531118,16,15,0.33333334,7,110204,1102,11,1,920.0,9,LMS,LMS,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110020300,1100203,20180006,8483,2890.0,2752.38,13,1300004,MG,KH,,,,,,,,,,,A5
11002030020210091,20210617,415120,15,15,0.2,26,322800,3228,32,3,850.0,1,FUGG0001,FUGG0001,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110020300,1100203,20210091,8483,3090.0,2942.86,13,1300004,MG,KH,,,,,,,,,,,A5
11002030020190042,20190801,937637,15,15,0.13333333,17,220115,2201,22,2,380.0,4,00220115,HALO0017,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110020300,1100203,20190042,8483,3090.0,2942.86,13,1300004,MG,KH,,,,,,,,,,,A5
11002030020190045,20190912,101223,15,15,0.9333333,6,220115,2201,22,2,400.0,4,00220115,HALO0017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110020300,1100203,20190045,8483,3090.0,2942.86,13,1300004,MG,KH,,,,,,,,,,,A5
10679220020200001,20200110,415120,29,36,0.22222221,26,322800,3228,32,3,850.0,1,FUGG0001,FUGG0001,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106792200,1067922,20200001,5008,235.0,223.81,3,300001,MG,HO,,,,,,,,,,,B5
10754860020150019,20150923,614051,15,15,0.0,5,110201,1102,11,1,100.0,9,LTE,LTE,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107548600,1075486,20150019,6990,155.0,147.62,3,300002,MG,KH,,,,,,,,,,,A5
10414850020190353,20190808,101223,30,29,0.20689656,6,220115,2201,22,2,400.0,4,00220115,HALO0017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104148500,1041485,20190353,7439,1100.0,1047.62,9,900001,MG,HO,,,,,,,,,,,A4
10679220020190009,20190906,614051,36,29,0.034482755,5,110201,1102,11,1,100.0,9,LTE,LTE,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106792200,1067922,20190009,5008,235.0,223.81,3,300001,MG,HO,,,,,,,,,,,B5
10708900020180009,20180829,535460,29,29,0.44827586,7,220115,2201,22,2,300.0,4,00220115,HALO0017,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107089000,1070890,20180009,5038,445.0,423.81,2,200001,MG,HO,,,,,,,,,,,A4
10754860020180024,20181128,917085,15,15,0.0,14,110204,1102,11,1,500.0,9,LMS,LMS,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107548600,1075486,20180024,6990,165.0,157.14,3,300002,MG,KH,,,,,,,,,,,A5
10754860020160011,20160601,101223,15,15,0.33333334,6,220115,2201,22,2,400.0,4,00220115,HALO0017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107548600,1075486,20160011,6990,155.0,147.62,3,300002,MG,KH,,,,,,,,,,,A5
10754860020180010,20180516,415120,15,15,0.0,26,322800,3228,32,3,850.0,1,FUGG0001,FUGG0001,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107548600,1075486,20180010,6990,165.0,157.14,3,300002,MG,KH,,,,,,,,,,,A5
